-651.52151122	0.00000000	0.00000000
-558.85950955	0.00000000	0.00000000
-878.12983191	0.00000000	0.00000000
-682.63155536	0.00000000	0.00000000
-891.83992488	0.00000000	0.00000000
-417.61296793	0.00000000	0.00000000
-724.17180737	0.00000000	0.00000000
-686.94867884	0.00000000	0.00000000
-871.29411840	0.00000000	0.00000000
-543.70935291	0.00000000	0.00000000
-547.22556978	0.00000000	0.00000000
-586.53850306	0.00000000	0.00000000
-709.07854610	0.00000000	0.00000000
-188.47748431	0.00000000	0.00000000
-267.58020036	0.00000000	0.00000000
-465.17363188	0.00000000	0.00000000
-558.21425115	0.00000000	0.00000000
-727.75857048	0.00000000	0.00000000
-430.28065836	0.00000000	0.00000000
-239.53558604	0.00000000	0.00000000
-239.80406655	0.00000000	0.00000000
-186.48655338	0.00000000	0.00000000
-703.38587028	0.00000000	0.00000000
-240.26857722	0.00000000	0.00000000
-739.98730807	0.00000000	0.00000000
-387.53721360	0.00000000	0.00000000
-647.37688089	0.00000000	0.00000000
-650.57234956	0.00000000	0.00000000
-287.36747532	0.00000000	0.00000000
-749.98184220	0.00000000	0.00000000
-747.34373888	0.00000000	0.00000000
-344.59387649	0.00000000	0.00000000
-653.52945761	0.00000000	0.00000000
-371.72367779	0.00000000	0.00000000
-425.69686086	0.00000000	0.00000000
-354.45085216	0.00000000	0.00000000
-789.58956344	0.00000000	0.00000000
-749.13991472	0.00000000	0.00000000
-363.04884635	0.00000000	0.00000000
-625.81554336	0.00000000	0.00000000
-338.83520050	0.00000000	0.00000000
-340.58128364	0.00000000	0.00000000
-339.35801520	0.00000000	0.00000000
-672.17307962	0.00000000	0.00000000
-324.52518030	0.00000000	0.00000000
-680.86991847	0.00000000	0.00000000
-638.68018439	0.00000000	0.00000000
-326.47422551	0.00000000	0.00000000
-362.36051333	0.00000000	0.00000000
-396.09989446	0.00000000	0.00000000
-639.14269453	0.00000000	0.00000000
-325.16518464	0.00000000	0.00000000
-218.85748550	0.00000000	0.00000000
-364.74973791	0.00000000	0.00000000
-765.62506827	0.00000000	0.00000000
-650.30852092	0.00000000	0.00000000
-646.10408237	0.00000000	0.00000000
